,TransactionID,AccountID,TransactionType,Amount,TransactionDate,Season
8251,8252,2094,Payment,1058.82,5/6/2025,Spring
8252,8253,801,Withdrawal,8862.25,5/12/2023,Spring
8253,8254,1840,Deposit,9294.67,11/15/2024,Fall
8254,8255,4548,Transfer,4696.33,12/23/2024,Winter
8255,8256,4543,Withdrawal,7218.15,3/2/2025,Spring
8256,8257,3562,Payment,4281.95,5/9/2024,Spring
8257,8258,435,Payment,5298.22,6/26/2023,Summer
8258,8259,4560,Transfer,8804.95,11/7/2022,Fall
8259,8260,1032,Deposit,260.91,2/24/2025,Winter
8260,8261,3577,Deposit,2674.72,7/25/2023,Summer
8261,8262,3516,Withdrawal,943.76,11/10/2022,Fall
8262,8263,4661,Deposit,5819.59,3/28/2024,Spring
8263,8264,3666,Deposit,4407.02,1/18/2023,Winter
8264,8265,1790,Transfer,7659.05,10/2/2023,Fall
8265,8266,4498,Deposit,8115.96,3/1/2023,Spring
8266,8267,4301,Transfer,9799.67,3/15/2023,Spring
8267,8268,1083,Payment,9813.47,3/3/2023,Spring
8268,8269,641,Withdrawal,425.21,7/10/2023,Summer
8269,8270,1641,Withdrawal,4062.82,2/27/2025,Winter
8270,8271,888,Withdrawal,6031.74,8/10/2023,Summer
8271,8272,283,Payment,6734.33,4/16/2023,Spring
8272,8273,1014,Withdrawal,951.37,8/1/2024,Summer
8273,8274,2779,Transfer,9640.31,2/2/2024,Winter
8274,8275,1491,Payment,3642.29,3/12/2024,Spring
8275,8276,4798,Deposit,8215.92,4/12/2024,Spring
8276,8277,740,Transfer,4800.62,4/20/2024,Spring
8277,8278,1162,Deposit,6375.25,10/16/2024,Fall
8278,8279,2676,Withdrawal,1899.28,6/29/2023,Summer
8279,8280,1116,Deposit,1947.07,2/9/2024,Winter
8280,8281,2682,Payment,98.86,5/18/2023,Spring
8281,8282,1369,Transfer,3663.02,1/9/2025,Winter
8282,8283,3784,Deposit,7003.68,12/6/2023,Winter
8283,8284,882,Payment,7645.69,8/18/2024,Summer
8284,8285,1688,Withdrawal,7488.88,5/28/2022,Spring
8285,8286,3943,Transfer,9474.87,1/17/2023,Winter
8286,8287,2067,Payment,3509.59,12/11/2023,Winter
8287,8288,3094,Deposit,1685.06,12/22/2024,Winter
8288,8289,4012,Deposit,4324.33,10/28/2023,Fall
8289,8290,767,Payment,245.71,7/22/2024,Summer
8290,8291,3038,Payment,8137.85,8/13/2023,Summer
8291,8292,3889,Transfer,7353.99,12/29/2022,Winter
8292,8293,1695,Withdrawal,4940.23,7/6/2024,Summer
8293,8294,4157,Payment,6672.21,3/16/2024,Spring
8294,8295,2296,Payment,2512.24,6/11/2024,Summer
8295,8296,3427,Transfer,7688.39,9/16/2023,Fall
8296,8297,2931,Withdrawal,9657.4,10/1/2024,Fall
8297,8298,2247,Payment,1389.27,6/6/2024,Summer
8298,8299,3263,Withdrawal,2592.7,3/4/2025,Spring
8299,8300,3575,Deposit,7315.26,10/4/2022,Fall
8300,8301,367,Withdrawal,8520.98,12/26/2024,Winter
8301,8302,3142,Deposit,516.2,1/16/2023,Winter
8302,8303,474,Transfer,8859.21,10/1/2022,Fall
8303,8304,1883,Withdrawal,8737.8,7/13/2024,Summer
8304,8305,2895,Withdrawal,954.19,8/6/2023,Summer
8305,8306,1929,Withdrawal,3915.62,7/31/2024,Summer
8306,8307,2631,Payment,6049.37,6/6/2024,Summer
8307,8308,4770,Payment,4774.19,7/18/2022,Summer
8308,8309,4612,Withdrawal,7988.64,10/27/2022,Fall
8309,8310,3513,Transfer,8202.36,11/18/2022,Fall
8310,8311,4117,Withdrawal,9620.99,8/21/2022,Summer
8311,8312,863,Deposit,8733.06,11/10/2022,Fall
8312,8313,1683,Withdrawal,7633.98,9/8/2024,Fall
8313,8314,4836,Transfer,1458.25,8/15/2024,Summer
8314,8315,2862,Withdrawal,9215.89,7/10/2023,Summer
8315,8316,1691,Withdrawal,4340.93,5/22/2022,Spring
8316,8317,1312,Deposit,3132.66,1/15/2024,Winter
8317,8318,2501,Withdrawal,5334.64,5/10/2024,Spring
8318,8319,3285,Transfer,1086.46,11/19/2022,Fall
8319,8320,362,Transfer,6999.91,9/8/2024,Fall
8320,8321,4072,Withdrawal,2097.03,11/29/2023,Fall
8321,8322,3584,Payment,4701.48,8/31/2024,Summer
8322,8323,2627,Transfer,2600.08,11/27/2024,Fall
8323,8324,3599,Transfer,976.79,11/9/2024,Fall
8324,8325,401,Payment,590.35,6/29/2023,Summer
8325,8326,1463,Deposit,3687.49,7/9/2024,Summer
8326,8327,2654,Deposit,2925.61,10/2/2022,Fall
8327,8328,3486,Transfer,9986.43,4/14/2025,Spring
8328,8329,2647,Deposit,6448.61,3/8/2024,Spring
8329,8330,1725,Payment,2110.86,5/3/2024,Spring
8330,8331,1349,Deposit,6174.51,6/7/2024,Summer
8331,8332,4468,Transfer,2349.87,12/21/2023,Winter
8332,8333,1745,Payment,6462.11,2/23/2025,Winter
8333,8334,2569,Payment,769.03,8/27/2022,Summer
8334,8335,3249,Deposit,533.55,2/28/2023,Winter
8335,8336,623,Transfer,3728.37,6/13/2022,Summer
8336,8337,2217,Deposit,8108.19,7/6/2023,Summer
8337,8338,15,Payment,344.17,6/3/2024,Summer
8338,8339,4594,Withdrawal,3212.48,9/5/2023,Fall
8339,8340,2782,Transfer,9703.84,10/8/2022,Fall
8340,8341,3265,Withdrawal,9779.58,5/7/2024,Spring
8341,8342,4342,Withdrawal,1391.79,5/7/2024,Spring
8342,8343,1269,Withdrawal,7372.87,10/9/2024,Fall
8343,8344,323,Transfer,5267.22,8/4/2022,Summer
8344,8345,926,Withdrawal,4039.5,7/30/2022,Summer
8345,8346,3079,Withdrawal,4396.18,7/12/2024,Summer
8346,8347,4415,Transfer,695.83,6/20/2022,Summer
8347,8348,1905,Payment,1919.29,1/14/2025,Winter
8348,8349,817,Deposit,9342.8,5/10/2023,Spring
8349,8350,2756,Deposit,8169.1,1/22/2023,Winter
8350,8351,197,Payment,3416.99,4/1/2025,Spring
8351,8352,3729,Withdrawal,9746.45,4/11/2023,Spring
8352,8353,3196,Payment,358.24,6/26/2022,Summer
8353,8354,1843,Withdrawal,6262.15,4/23/2025,Spring
8354,8355,4815,Payment,9614.41,11/19/2023,Fall
8355,8356,4386,Transfer,5234.31,10/7/2022,Fall
8356,8357,1248,Transfer,9290.69,12/17/2022,Winter
8357,8358,1747,Payment,1460,2/8/2025,Winter
8358,8359,443,Deposit,3796.39,11/27/2024,Fall
8359,8360,1575,Payment,379.46,8/11/2023,Summer
8360,8361,242,Payment,5628.17,6/2/2022,Summer
8361,8362,177,Transfer,9789.4,6/13/2023,Summer
8362,8363,4338,Payment,5539.87,5/30/2024,Spring
8363,8364,3049,Transfer,2047.13,1/23/2024,Winter
8364,8365,3437,Deposit,3462.67,8/13/2022,Summer
8365,8366,4961,Deposit,9992.35,7/13/2023,Summer
8366,8367,1727,Payment,1366.85,7/29/2023,Summer
8367,8368,1942,Payment,6247.85,2/23/2025,Winter
8368,8369,1129,Transfer,5294.89,4/5/2024,Spring
8369,8370,717,Transfer,3451.41,7/24/2022,Summer
8370,8371,2207,Deposit,2601.57,9/25/2024,Fall
8371,8372,3297,Transfer,613.81,10/5/2022,Fall
8372,8373,1046,Transfer,6303.35,12/4/2023,Winter
8373,8374,699,Transfer,3411.69,11/30/2022,Fall
8374,8375,1560,Payment,4893.41,1/21/2023,Winter
8375,8376,3206,Deposit,3753.63,1/31/2025,Winter
8376,8377,4298,Withdrawal,599.87,10/9/2024,Fall
8377,8378,3786,Transfer,7153.33,11/19/2023,Fall
8378,8379,673,Transfer,355.87,3/1/2023,Spring
8379,8380,661,Deposit,4386,3/30/2025,Spring
8380,8381,2906,Payment,1390.76,5/24/2023,Spring
8381,8382,587,Deposit,7647.22,1/21/2024,Winter
8382,8383,470,Transfer,2329.67,3/17/2025,Spring
8383,8384,3568,Payment,3198.71,2/26/2023,Winter
8384,8385,1847,Transfer,393.45,6/7/2024,Summer
8385,8386,4934,Withdrawal,9716.09,2/15/2024,Winter
8386,8387,1766,Payment,2639.37,4/27/2023,Spring
8387,8388,3821,Deposit,3955.53,5/28/2022,Spring
8388,8389,375,Deposit,7500.29,12/27/2022,Winter
8389,8390,2306,Deposit,9779.14,10/25/2023,Fall
8390,8391,2190,Withdrawal,827.8,5/1/2023,Spring
8391,8392,4180,Payment,5192.46,3/26/2023,Spring
8392,8393,1423,Transfer,7721.07,1/22/2025,Winter
8393,8394,638,Payment,3839.68,1/1/2024,Winter
8394,8395,4127,Transfer,4879.99,3/25/2024,Spring
8395,8396,3274,Deposit,351.9,1/20/2024,Winter
8396,8397,263,Transfer,5929.8,2/18/2024,Winter
8397,8398,3751,Transfer,6506.12,10/25/2022,Fall
8398,8399,51,Payment,276.87,3/9/2023,Spring
8399,8400,393,Deposit,2353.2,4/25/2023,Spring
8400,8401,2125,Withdrawal,6452.28,7/19/2022,Summer
8401,8402,501,Deposit,4436.6,3/15/2023,Spring
8402,8403,1965,Transfer,4710.85,4/11/2024,Spring
8403,8404,2082,Transfer,4331.62,4/29/2023,Spring
8404,8405,4265,Payment,8339.65,4/18/2024,Spring
8405,8406,2942,Deposit,8099.73,1/30/2025,Winter
8406,8407,100,Payment,3312.11,5/14/2023,Spring
8407,8408,3222,Payment,7907.73,9/20/2023,Fall
8408,8409,777,Transfer,4706.16,4/6/2025,Spring
8409,8410,1766,Withdrawal,6745.09,11/18/2024,Fall
8410,8411,2423,Withdrawal,1703.14,11/16/2024,Fall
8411,8412,554,Withdrawal,5407.7,6/12/2022,Summer
8412,8413,4610,Transfer,398.66,8/7/2024,Summer
8413,8414,3843,Payment,7483.37,1/6/2023,Winter
8414,8415,1072,Withdrawal,3156.3,3/28/2025,Spring
8415,8416,732,Withdrawal,356.49,9/28/2024,Fall
8416,8417,3391,Payment,4572.6,2/18/2023,Winter
8417,8418,4093,Payment,8572.2,10/21/2024,Fall
8418,8419,3952,Deposit,4635.65,9/12/2024,Fall
8419,8420,555,Withdrawal,4615.86,3/28/2023,Spring
8420,8421,4133,Transfer,2808.97,12/17/2023,Winter
8421,8422,1538,Transfer,8893.86,11/30/2023,Fall
8422,8423,4702,Deposit,5336.6,12/22/2022,Winter
8423,8424,2018,Deposit,7065.92,7/28/2023,Summer
8424,8425,3848,Payment,3332,2/9/2025,Winter
8425,8426,388,Payment,7697.87,10/30/2023,Fall
8426,8427,470,Transfer,2558.09,3/3/2024,Spring
8427,8428,2568,Payment,3659.29,12/31/2023,Winter
8428,8429,1743,Withdrawal,4837.07,10/4/2024,Fall
8429,8430,923,Transfer,5045.3,11/10/2024,Fall
8430,8431,4854,Deposit,5446.52,4/9/2024,Spring
8431,8432,2860,Payment,7629,8/15/2022,Summer
8432,8433,1137,Payment,1119.47,8/25/2023,Summer
8433,8434,1988,Deposit,2337.99,1/28/2024,Winter
8434,8435,2012,Withdrawal,668.53,6/18/2023,Summer
8435,8436,2464,Deposit,896.8,1/8/2023,Winter
8436,8437,1491,Payment,1527.52,7/15/2023,Summer
8437,8438,4213,Transfer,700.39,3/24/2023,Spring
8438,8439,1087,Withdrawal,9151.26,11/17/2022,Fall
8439,8440,950,Transfer,23.97,1/7/2024,Winter
8440,8441,2551,Deposit,7002.11,6/27/2022,Summer
8441,8442,2249,Transfer,9978.22,5/22/2022,Spring
8442,8443,543,Transfer,2784.53,5/13/2022,Spring
8443,8444,4461,Withdrawal,9989.15,3/27/2025,Spring
8444,8445,2297,Deposit,6150.5,8/16/2022,Summer
8445,8446,4654,Withdrawal,3657.2,8/7/2024,Summer
8446,8447,3015,Transfer,7211.45,4/11/2025,Spring
8447,8448,2586,Transfer,7009.06,4/27/2024,Spring
8448,8449,356,Withdrawal,8882.72,10/21/2022,Fall
8449,8450,4360,Transfer,2855.51,5/12/2024,Spring
8450,8451,1713,Deposit,4701.82,2/5/2025,Winter
8451,8452,3652,Deposit,2488.64,5/25/2022,Spring
8452,8453,2886,Transfer,4084.47,4/7/2024,Spring
8453,8454,1174,Transfer,4873.45,10/17/2023,Fall
8454,8455,4606,Payment,510.84,11/9/2024,Fall
8455,8456,945,Deposit,5836.2,10/9/2022,Fall
8456,8457,4428,Payment,7226.95,3/2/2024,Spring
8457,8458,2843,Transfer,4133.16,4/26/2024,Spring
8458,8459,1364,Transfer,7031.23,10/24/2024,Fall
8459,8460,3390,Withdrawal,1083.78,5/5/2025,Spring
8460,8461,3667,Withdrawal,3266.61,3/19/2024,Spring
8461,8462,3049,Payment,2222.27,5/19/2023,Spring
8462,8463,1843,Payment,1887.57,10/3/2024,Fall
8463,8464,677,Payment,6356,5/25/2022,Spring
8464,8465,237,Transfer,4378.42,2/19/2025,Winter
8465,8466,2139,Payment,4058.39,3/28/2025,Spring
8466,8467,556,Deposit,4654.86,4/14/2025,Spring
8467,8468,1535,Withdrawal,5474.76,7/30/2023,Summer
8468,8469,4534,Transfer,7420.23,1/26/2025,Winter
8469,8470,3586,Deposit,2955.06,1/27/2024,Winter
8470,8471,2220,Deposit,2518.09,8/6/2022,Summer
8471,8472,124,Payment,8035.13,8/4/2024,Summer
8472,8473,3914,Deposit,5680.93,9/25/2024,Fall
8473,8474,2004,Transfer,1143.71,2/29/2024,Winter
8474,8475,1071,Payment,7519.72,8/9/2024,Summer
8475,8476,942,Deposit,4333.6,5/7/2024,Spring
8476,8477,3487,Transfer,5221.25,1/30/2024,Winter
8477,8478,3824,Deposit,7917.12,8/23/2023,Summer
8478,8479,2172,Payment,5748.08,2/22/2024,Winter
8479,8480,876,Transfer,50.7,8/16/2024,Summer
8480,8481,2432,Payment,9800.54,8/2/2023,Summer
8481,8482,1201,Payment,8090.82,2/2/2023,Winter
8482,8483,1312,Transfer,6229.2,5/17/2022,Spring
8483,8484,3522,Transfer,329.66,7/24/2024,Summer
8484,8485,1937,Transfer,7324.2,12/27/2024,Winter
8485,8486,2175,Transfer,5619.01,10/2/2024,Fall
8486,8487,4578,Deposit,6773.77,5/20/2022,Spring
8487,8488,3424,Deposit,1325.16,5/8/2024,Spring
8488,8489,2591,Deposit,2173.8,11/6/2023,Fall
8489,8490,3723,Payment,8693.92,5/2/2025,Spring
8490,8491,3502,Withdrawal,8715.74,6/21/2024,Summer
8491,8492,4820,Payment,1264.68,4/3/2023,Spring
8492,8493,1660,Payment,6294.77,11/6/2023,Fall
8493,8494,291,Withdrawal,5597.21,10/7/2022,Fall
8494,8495,2509,Withdrawal,1487.21,4/26/2025,Spring
8495,8496,1211,Payment,9667.87,2/4/2025,Winter
8496,8497,1662,Transfer,5619.03,7/1/2024,Summer
8497,8498,3037,Withdrawal,9515.39,12/1/2024,Winter
8498,8499,3340,Withdrawal,5611.83,4/7/2024,Spring
8499,8500,2500,Withdrawal,8016.34,1/11/2024,Winter
8500,8501,1619,Deposit,7478.84,2/9/2025,Winter
8501,8502,4980,Payment,5309.24,1/8/2025,Winter
8502,8503,1381,Payment,2856.68,5/23/2022,Spring
8503,8504,909,Deposit,9472.62,7/8/2024,Summer
8504,8505,1621,Transfer,7598.55,12/16/2022,Winter
8505,8506,907,Withdrawal,6782.72,4/29/2025,Spring
8506,8507,3663,Deposit,6484.46,5/16/2023,Spring
8507,8508,4972,Withdrawal,3202.15,5/10/2023,Spring
8508,8509,2677,Withdrawal,2717.73,1/21/2025,Winter
8509,8510,946,Payment,7530.99,12/2/2024,Winter
8510,8511,183,Payment,9266.14,4/15/2023,Spring
8511,8512,3697,Deposit,1843.86,3/30/2025,Spring
8512,8513,4874,Deposit,5231.3,11/6/2022,Fall
8513,8514,2401,Payment,3808.5,1/6/2023,Winter
8514,8515,2944,Deposit,6466.36,11/12/2022,Fall
8515,8516,4530,Deposit,4622.7,5/20/2022,Spring
8516,8517,1992,Transfer,6024.51,5/28/2022,Spring
8517,8518,599,Transfer,3359.14,5/3/2025,Spring
8518,8519,3140,Withdrawal,5011.85,5/23/2022,Spring
8519,8520,4485,Payment,8448.08,7/5/2023,Summer
8520,8521,2499,Withdrawal,7334.13,1/6/2023,Winter
8521,8522,3771,Payment,6868.38,5/30/2023,Spring
8522,8523,1065,Transfer,6506.95,9/25/2022,Fall
8523,8524,1587,Withdrawal,1025.87,4/29/2023,Spring
8524,8525,2043,Payment,5054.1,12/13/2024,Winter
8525,8526,1591,Payment,9905.42,4/4/2025,Spring
8526,8527,699,Payment,3958.73,3/25/2024,Spring
8527,8528,2356,Deposit,4045.28,5/24/2023,Spring
8528,8529,1734,Withdrawal,1237.74,10/11/2023,Fall
8529,8530,248,Withdrawal,9153.17,2/3/2024,Winter
8530,8531,1670,Deposit,2473.81,12/7/2022,Winter
8531,8532,670,Transfer,2853.11,4/20/2025,Spring
8532,8533,3720,Payment,3321.9,8/19/2024,Summer
8533,8534,449,Deposit,4108.96,1/24/2024,Winter
8534,8535,919,Transfer,4415.7,1/14/2023,Winter
8535,8536,820,Deposit,3211.71,2/29/2024,Winter
8536,8537,664,Payment,1917.34,7/16/2022,Summer
8537,8538,538,Transfer,7277.22,11/26/2023,Fall
8538,8539,2247,Payment,640.73,12/25/2022,Winter
8539,8540,3140,Withdrawal,273.97,1/22/2025,Winter
8540,8541,3123,Payment,4380.88,2/22/2024,Winter
8541,8542,67,Payment,7767.57,8/13/2023,Summer
8542,8543,1453,Payment,4274.72,7/7/2023,Summer
8543,8544,538,Payment,1406.17,9/20/2023,Fall
8544,8545,3271,Withdrawal,3524.27,6/18/2022,Summer
8545,8546,1510,Payment,8420.98,8/1/2023,Summer
8546,8547,2481,Payment,9967.86,3/27/2025,Spring
8547,8548,693,Deposit,616.65,2/7/2023,Winter
8548,8549,4970,Withdrawal,5766.77,4/23/2023,Spring
8549,8550,3659,Payment,6120.01,10/21/2022,Fall
8550,8551,1561,Deposit,3211.89,6/8/2023,Summer
8551,8552,641,Payment,3477.92,4/22/2025,Spring
8552,8553,490,Withdrawal,1548.66,3/23/2025,Spring
8553,8554,944,Withdrawal,6574.61,7/8/2024,Summer
8554,8555,1094,Withdrawal,3777.72,1/13/2025,Winter
8555,8556,1539,Transfer,7623.24,10/13/2022,Fall
8556,8557,4272,Withdrawal,4453.64,5/26/2024,Spring
8557,8558,3842,Payment,2659.31,1/13/2024,Winter
8558,8559,307,Deposit,4052.79,2/16/2025,Winter
8559,8560,2921,Withdrawal,2284.06,9/12/2023,Fall
8560,8561,4491,Withdrawal,349.41,9/23/2024,Fall
8561,8562,4326,Withdrawal,3212.44,8/11/2023,Summer
8562,8563,1718,Transfer,8115.69,10/21/2024,Fall
8563,8564,4535,Withdrawal,6233.55,7/25/2022,Summer
8564,8565,2301,Withdrawal,5297.96,8/13/2024,Summer
8565,8566,3316,Deposit,3225.3,1/24/2023,Winter
8566,8567,596,Withdrawal,2079.58,3/28/2024,Spring
8567,8568,3059,Deposit,3326.18,6/4/2024,Summer
8568,8569,2783,Transfer,3247.51,4/13/2024,Spring
8569,8570,2167,Deposit,8692.41,12/16/2022,Winter
8570,8571,4380,Payment,3990.8,8/2/2022,Summer
8571,8572,1504,Deposit,9992.02,6/23/2024,Summer
8572,8573,3862,Payment,2535.76,5/22/2022,Spring
8573,8574,3572,Transfer,6526.97,12/26/2024,Winter
8574,8575,445,Transfer,8872.56,10/17/2022,Fall
8575,8576,510,Transfer,7026.26,11/13/2022,Fall
8576,8577,4011,Transfer,579.74,4/7/2025,Spring
8577,8578,2956,Transfer,8089.09,9/27/2023,Fall
8578,8579,3971,Transfer,8711.56,2/22/2023,Winter
8579,8580,114,Transfer,372.46,10/9/2023,Fall
8580,8581,1429,Transfer,7341.32,11/3/2024,Fall
8581,8582,2318,Withdrawal,5279.03,2/14/2023,Winter
8582,8583,4041,Transfer,496.59,3/12/2025,Spring
8583,8584,2852,Payment,6856.48,7/4/2022,Summer
8584,8585,2163,Deposit,8829.03,10/9/2022,Fall
8585,8586,878,Deposit,712.16,11/18/2022,Fall
8586,8587,3184,Transfer,1309.27,9/3/2023,Fall
8587,8588,236,Withdrawal,6635.67,9/26/2023,Fall
8588,8589,64,Withdrawal,8761.11,11/7/2022,Fall
8589,8590,3846,Payment,2476,2/6/2024,Winter
8590,8591,1423,Deposit,8439.37,2/7/2025,Winter
8591,8592,1491,Deposit,6980.3,1/18/2025,Winter
8592,8593,4149,Deposit,316.6,10/27/2023,Fall
8593,8594,4788,Deposit,4365.49,7/31/2024,Summer
8594,8595,1762,Withdrawal,8212.53,11/8/2022,Fall
8595,8596,3243,Payment,638.8,1/6/2023,Winter
8596,8597,3354,Payment,8854.49,1/30/2023,Winter
8597,8598,3050,Withdrawal,367.49,4/30/2023,Spring
8598,8599,4904,Payment,5609.05,7/19/2024,Summer
8599,8600,1657,Transfer,5441.77,5/29/2022,Spring
8600,8601,2188,Payment,5560.58,9/16/2022,Fall
8601,8602,2472,Payment,6215.63,12/7/2022,Winter
8602,8603,3308,Transfer,4916.04,11/3/2022,Fall
8603,8604,3841,Payment,3780.84,7/4/2023,Summer
8604,8605,687,Transfer,3547.21,12/17/2022,Winter
8605,8606,3593,Payment,4188.9,8/24/2023,Summer
8606,8607,4268,Deposit,7132.99,10/1/2022,Fall
8607,8608,290,Transfer,4090.36,9/13/2024,Fall
8608,8609,1829,Transfer,1226.87,5/24/2023,Spring
8609,8610,1118,Withdrawal,7422.53,12/4/2022,Winter
8610,8611,36,Deposit,9140.79,10/20/2022,Fall
8611,8612,4315,Payment,5452.95,2/11/2024,Winter
8612,8613,3437,Deposit,9961.45,7/4/2024,Summer
8613,8614,3697,Transfer,8337.3,5/5/2023,Spring
8614,8615,3797,Payment,8223.79,6/24/2023,Summer
8615,8616,628,Payment,7562.15,8/5/2022,Summer
8616,8617,517,Withdrawal,3080.63,10/9/2024,Fall
8617,8618,2101,Withdrawal,4299.07,8/31/2024,Summer
8618,8619,4083,Payment,9700.88,4/14/2023,Spring
8619,8620,3978,Deposit,3361.79,12/15/2024,Winter
8620,8621,3958,Withdrawal,8778.31,10/29/2024,Fall
8621,8622,3750,Deposit,4382.7,10/8/2023,Fall
8622,8623,2120,Withdrawal,3608.11,4/15/2023,Spring
8623,8624,3986,Transfer,418.66,11/26/2022,Fall
8624,8625,4700,Withdrawal,2495.4,4/19/2024,Spring
8625,8626,1086,Withdrawal,1402.32,12/26/2022,Winter
8626,8627,4590,Deposit,6478.88,2/3/2023,Winter
8627,8628,4206,Withdrawal,8830.39,6/3/2024,Summer
8628,8629,751,Transfer,803.8,8/2/2023,Summer
8629,8630,3895,Withdrawal,8357.51,9/22/2022,Fall
8630,8631,842,Transfer,4751.07,7/2/2022,Summer
8631,8632,3249,Deposit,3066.42,5/4/2024,Spring
8632,8633,2834,Payment,5395.26,7/30/2024,Summer
8633,8634,3763,Withdrawal,6168.42,10/4/2022,Fall
8634,8635,4604,Transfer,7396.11,1/31/2024,Winter
8635,8636,1587,Withdrawal,7609.98,3/25/2024,Spring
8636,8637,2352,Transfer,1351.1,8/26/2024,Summer
8637,8638,3534,Transfer,970.88,3/2/2023,Spring
8638,8639,2297,Transfer,2822.78,9/7/2022,Fall
8639,8640,4124,Deposit,7504.97,10/16/2023,Fall
8640,8641,742,Deposit,4073.4,1/22/2025,Winter
8641,8642,1871,Transfer,5240.04,4/16/2024,Spring
8642,8643,3324,Transfer,1076.03,6/30/2024,Summer
8643,8644,3593,Transfer,1440.97,8/13/2022,Summer
8644,8645,2711,Payment,9847.48,3/13/2023,Spring
8645,8646,3090,Deposit,2519.01,10/27/2023,Fall
8646,8647,3437,Transfer,7238.72,3/20/2024,Spring
8647,8648,2470,Deposit,4679.42,2/27/2023,Winter
8648,8649,219,Transfer,111.37,9/1/2022,Fall
8649,8650,983,Transfer,1921.11,8/3/2022,Summer
8650,8651,3048,Payment,5844.76,9/20/2023,Fall
8651,8652,715,Transfer,9206.88,5/6/2025,Spring
8652,8653,239,Withdrawal,1966.12,11/4/2022,Fall
8653,8654,3392,Payment,3492.33,11/3/2024,Fall
8654,8655,1346,Transfer,4464.44,9/8/2022,Fall
8655,8656,301,Payment,6106.84,6/10/2024,Summer
8656,8657,1172,Deposit,2972.85,5/16/2023,Spring
8657,8658,3594,Withdrawal,5621.7,12/6/2022,Winter
8658,8659,1365,Transfer,4231.86,1/3/2025,Winter
8659,8660,2517,Transfer,7703.45,5/14/2022,Spring
8660,8661,4556,Withdrawal,8017.34,2/9/2025,Winter
8661,8662,469,Deposit,1781.19,10/23/2023,Fall
8662,8663,698,Payment,797.65,9/6/2022,Fall
8663,8664,1587,Transfer,9620.55,11/25/2022,Fall
8664,8665,3982,Payment,1554.02,12/7/2024,Winter
8665,8666,755,Transfer,8313.75,6/22/2023,Summer
8666,8667,3837,Deposit,6197.52,7/8/2022,Summer
8667,8668,1567,Withdrawal,230.21,8/31/2024,Summer
8668,8669,2017,Withdrawal,2697.48,10/26/2022,Fall
8669,8670,2368,Transfer,4888.3,10/29/2023,Fall
8670,8671,4729,Deposit,9659.25,10/14/2023,Fall
8671,8672,2518,Transfer,7453.9,6/6/2024,Summer
8672,8673,3644,Deposit,9383.62,9/28/2024,Fall
8673,8674,2439,Withdrawal,2127.48,11/27/2022,Fall
8674,8675,2855,Payment,3116.33,7/13/2024,Summer
8675,8676,1417,Payment,8100.09,1/24/2023,Winter
8676,8677,1924,Deposit,9438.26,2/3/2025,Winter
8677,8678,2635,Payment,8575.36,12/29/2023,Winter
8678,8679,1637,Payment,5922.28,5/15/2023,Spring
8679,8680,4051,Withdrawal,1595.09,4/7/2024,Spring
8680,8681,4856,Withdrawal,4660.06,11/1/2024,Fall
8681,8682,256,Withdrawal,4851.41,3/31/2024,Spring
8682,8683,418,Payment,2571.31,3/10/2024,Spring
8683,8684,3722,Payment,4231.69,3/14/2023,Spring
8684,8685,4835,Transfer,9953.78,6/7/2024,Summer
8685,8686,4012,Withdrawal,7479.9,4/25/2024,Spring
8686,8687,1393,Deposit,9324.57,8/4/2024,Summer
8687,8688,4154,Payment,2491.57,5/17/2022,Spring
8688,8689,946,Transfer,2503.74,10/30/2022,Fall
8689,8690,1682,Transfer,522.54,6/21/2024,Summer
8690,8691,3917,Withdrawal,2526.9,12/22/2022,Winter
8691,8692,942,Withdrawal,9182.28,4/23/2024,Spring
8692,8693,4152,Payment,2054.06,5/22/2022,Spring
8693,8694,948,Withdrawal,2071.16,7/23/2022,Summer
8694,8695,4956,Payment,9037.96,1/30/2025,Winter
8695,8696,4069,Transfer,8474.1,10/13/2023,Fall
8696,8697,3536,Transfer,3911.52,3/31/2023,Spring
8697,8698,1361,Transfer,7613.72,5/8/2023,Spring
8698,8699,3464,Payment,4555.16,10/5/2024,Fall
8699,8700,3235,Withdrawal,4598.79,1/6/2023,Winter
8700,8701,997,Payment,5630.69,9/19/2023,Fall
8701,8702,4185,Withdrawal,5567.21,11/10/2024,Fall
8702,8703,3818,Withdrawal,941.62,9/22/2023,Fall
8703,8704,1470,Withdrawal,6287.51,5/26/2024,Spring
8704,8705,4424,Transfer,2013.35,11/22/2022,Fall
8705,8706,3961,Transfer,2495.63,11/11/2023,Fall
8706,8707,4060,Withdrawal,1578.13,8/27/2023,Summer
8707,8708,3228,Transfer,740.37,3/15/2023,Spring
8708,8709,4542,Transfer,9643.24,4/3/2023,Spring
8709,8710,2917,Transfer,9345.89,6/7/2022,Summer
8710,8711,4864,Transfer,7341.39,9/7/2023,Fall
8711,8712,2323,Payment,5528.13,12/9/2024,Winter
8712,8713,695,Deposit,5456.79,1/8/2024,Winter
8713,8714,3000,Deposit,9281.18,6/25/2024,Summer
8714,8715,236,Withdrawal,2367.67,2/25/2025,Winter
8715,8716,4827,Withdrawal,3788.99,1/2/2025,Winter
8716,8717,2244,Transfer,1621.7,5/20/2023,Spring
8717,8718,933,Deposit,944.2,4/6/2024,Spring
